audio_name,class_name,class
cello_A2_025_forte_arco-normal.wav,cello,0
cello_A2_025_fortissimo_arco-normal.wav,cello,0
cello_A2_025_mezzo-forte_arco-col-legno-battuto.wav,cello,0
cello_A2_025_mezzo-piano_arco-normal.wav,cello,0
cello_A2_025_pianissimo_arco-normal.wav,cello,0
cello_A2_05_forte_arco-normal.wav,cello,0
cello_A2_05_fortissimo_arco-normal.wav,cello,0
cello_A2_05_mezzo-piano_arco-normal.wav,cello,0
cello_A2_05_pianissimo_arco-normal.wav,cello,0
cello_A2_15_forte_arco-normal.wav,cello,0
cello_A2_15_pianissimo_arco-normal.wav,cello,0
cello_A2_15_piano_arco-normal.wav,cello,0
cello_A2_1_forte_arco-normal.wav,cello,0
cello_A2_1_fortissimo_arco-normal.wav,cello,0
cello_A2_1_mezzo-piano_arco-normal.wav,cello,0
cello_A2_1_mezzo-piano_non-vibrato.wav,cello,0
cello_A2_1_pianissimo_arco-normal.wav,cello,0
cello_A3_025_forte_arco-normal.wav,cello,0
cello_A3_025_fortissimo_arco-normal.wav,cello,0
cello_A3_025_mezzo-forte_arco-col-legno-battuto.wav,cello,0
cello_A3_025_mezzo-piano_arco-normal.wav,cello,0
cello_A3_025_pianissimo_arco-normal.wav,cello,0
cello_A3_05_forte_arco-normal.wav,cello,0
cello_A3_05_fortissimo_arco-normal.wav,cello,0
cello_A3_05_mezzo-piano_arco-normal.wav,cello,0
cello_A3_15_forte_arco-normal.wav,cello,0
cello_A3_15_mezzo-piano_arco-normal.wav,cello,0
cello_A3_1_forte_arco-normal.wav,cello,0
cello_A3_1_fortissimo_arco-normal.wav,cello,0
cello_A3_1_mezzo-piano_arco-minor-trill.wav,cello,0
cello_A3_1_mezzo-piano_arco-normal.wav,cello,0
cello_A3_1_mezzo-piano_non-vibrato.wav,cello,0
cello_A3_1_pianissimo_arco-normal.wav,cello,0
cello_A4_025_forte_arco-normal.wav,cello,0
cello_A4_025_fortissimo_arco-normal.wav,cello,0
cello_A4_025_mezzo-forte_arco-col-legno-battuto.wav,cello,0
cello_A4_025_mezzo-piano_arco-normal.wav,cello,0
cello_A4_025_pianissimo_arco-normal.wav,cello,0
cello_A4_05_forte_arco-normal.wav,cello,0
cello_A4_05_mezzo-piano_arco-normal.wav,cello,0
cello_A4_05_pianissimo_arco-normal.wav,cello,0
cello_A4_15_forte_arco-normal.wav,cello,0
cello_A4_15_mezzo-piano_arco-normal.wav,cello,0
cello_A4_1_forte_arco-normal.wav,cello,0
cello_A4_1_fortissimo_arco-normal.wav,cello,0
cello_A4_1_mezzo-forte_arco-harmonic.wav,cello,0
cello_A4_1_mezzo-piano_arco-minor-trill.wav,cello,0
cello_A4_1_mezzo-piano_arco-normal.wav,cello,0
cello_A4_1_mezzo-piano_molto-vibrato.wav,cello,0
cello_A4_1_pianissimo_arco-normal.wav,cello,0
cello_Gs2_025_pianissimo_arco-normal.wav,cello,0
cello_Gs3_025_forte_arco-normal.wav,cello,0
cello_Gs3_025_fortissimo_arco-normal.wav,cello,0
cello_Gs3_025_mezzo-piano_arco-normal.wav,cello,0
cello_Gs3_025_pianissimo_arco-normal.wav,cello,0
cello_Gs3_05_forte_arco-normal.wav,cello,0
cello_Gs3_05_fortissimo_arco-normal.wav,cello,0
cello_Gs3_05_mezzo-piano_arco-normal.wav,cello,0
cello_Gs3_05_pianissimo_arco-normal.wav,cello,0
cello_Gs3_15_forte_arco-normal.wav,cello,0
cello_Gs3_15_fortissimo_arco-normal.wav,cello,0
cello_Gs3_15_pianissimo_arco-normal.wav,cello,0
cello_Gs3_15_piano_arco-normal.wav,cello,0
cello_Gs3_1_forte_arco-normal.wav,cello,0
cello_Gs3_1_mezzo-piano_arco-normal.wav,cello,0
cello_Gs3_1_pianissimo_arco-normal.wav,cello,0
cello_Gs4_025_forte_arco-normal.wav,cello,0
cello_Gs4_025_fortissimo_arco-normal.wav,cello,0
cello_Gs4_025_mezzo-forte_arco-col-legno-battuto.wav,cello,0
cello_Gs4_025_mezzo-piano_arco-normal.wav,cello,0
cello_Gs4_025_pianissimo_arco-normal.wav,cello,0
cello_Gs4_05_forte_arco-normal.wav,cello,0
cello_Gs4_05_fortissimo_arco-normal.wav,cello,0
cello_Gs4_05_mezzo-piano_arco-normal.wav,cello,0
cello_Gs4_05_pianissimo_arco-normal.wav,cello,0
cello_Gs4_15_forte_arco-normal.wav,cello,0
cello_Gs4_15_fortissimo_arco-normal.wav,cello,0
cello_Gs4_15_mezzo-piano_arco-normal.wav,cello,0
cello_Gs4_15_pianissimo_arco-normal.wav,cello,0
cello_Gs4_1_forte_arco-normal.wav,cello,0
cello_Gs4_1_fortissimo_arco-normal.wav,cello,0
cello_Gs4_1_mezzo-piano_arco-normal.wav,cello,0
cello_Gs4_1_pianissimo_arco-normal.wav,cello,0
cello_Gs5_025_forte_arco-normal.wav,cello,0
cello_Gs5_025_fortissimo_arco-normal.wav,cello,0
cello_Gs5_025_mezzo-piano_arco-normal.wav,cello,0
cello_Gs5_025_pianissimo_arco-normal.wav,cello,0
cello_Gs5_05_forte_arco-normal.wav,cello,0
cello_Gs5_05_fortissimo_arco-normal.wav,cello,0
cello_Gs5_05_mezzo-piano_arco-normal.wav,cello,0
cello_Gs5_05_pianissimo_arco-normal.wav,cello,0
cello_Gs5_15_forte_arco-normal.wav,cello,0
cello_Gs5_15_fortissimo_arco-normal.wav,cello,0
cello_Gs5_15_mezzo-piano_arco-normal.wav,cello,0
cello_Gs5_15_pianissimo_arco-normal.wav,cello,0
cello_Gs5_1_forte_arco-normal.wav,cello,0
cello_Gs5_1_fortissimo_arco-normal.wav,cello,0
cello_Gs5_1_mezzo-forte_arco-harmonic.wav,cello,0
cello_Gs5_1_mezzo-piano_arco-normal.wav,cello,0
cello_Gs5_1_pianissimo_arco-normal.wav,cello,0
flute_A4_025_forte_normal.wav,flute,1
flute_A4_025_mezzo-forte_normal.wav,flute,1
flute_A4_025_mezzo-piano_normal.wav,flute,1
flute_A4_025_pianissimo_normal.wav,flute,1
flute_A4_025_piano_normal.wav,flute,1
flute_A4_05_forte_normal.wav,flute,1
flute_A4_05_mezzo-forte_normal.wav,flute,1
flute_A4_05_mezzo-piano_normal.wav,flute,1
flute_A4_05_pianissimo_normal.wav,flute,1
flute_A4_05_piano_normal.wav,flute,1
flute_A4_15_forte_normal.wav,flute,1
flute_A4_15_mezzo-forte_normal.wav,flute,1
flute_A4_15_mezzo-piano_normal.wav,flute,1
flute_A4_15_pianissimo_normal.wav,flute,1
flute_A4_15_piano_normal.wav,flute,1
flute_A4_1_forte_normal.wav,flute,1
flute_A4_1_mezzo-forte_normal.wav,flute,1
flute_A4_1_mezzo-piano_normal.wav,flute,1
flute_A4_1_pianissimo_normal.wav,flute,1
flute_A4_1_piano_normal.wav,flute,1
flute_A5_025_forte_normal.wav,flute,1
flute_A5_025_mezzo-forte_normal.wav,flute,1
flute_A5_025_mezzo-piano_normal.wav,flute,1
flute_A5_025_pianissimo_normal.wav,flute,1
flute_A5_025_piano_normal.wav,flute,1
flute_A5_05_forte_normal.wav,flute,1
flute_A5_05_mezzo-forte_normal.wav,flute,1
